profit,temperature,pressure,humidity,cloudy,precipitation,population,elevation,is_weekend,month_01,month_02,month_03,month_05,month_06,month_07,month_08,month_09,month_11,month_12,month_04,month_10
23.682617,16.7,1023.462441314554,0.0,0.0,0.0,18428,375,0,1,0,0,0,0,0,0,0,0,0,0,0
24.085417,23.36,1023.9084507042254,0.0,0.0,0.0,18428,375,0,1,0,0,0,0,0,0,0,0,0,0,0
23.03993,22.1,1011.4201877934272,0.0,1.0,0.0,18428,375,0,0,1,0,0,0,0,0,0,0,0,0,0
24.467014,12.2,1038.4037558685443,0.0,1.0,1.0,18428,375,1,0,1,0,0,0,0,0,0,0,0,0,0
24.0,16.88,1033.4976525821596,0.0,1.0,0.0,18428,375,1,0,1,0,0,0,0,0,0,0,0,0,0
24.553572,15.079999999999998,1035.9507042253522,0.64,0.0,0.0,18428,375,0,0,1,0,0,0,0,0,0,0,0,0,0
23.633928,16.88,993.5798122065728,0.97,1.0,0.0,18428,375,0,0,1,0,0,0,0,0,0,0,0,0,0
23.602678,24.26,967.0422535211268,1.0,1.0,1.0,18428,375,0,0,1,0,0,0,0,0,0,0,0,0,0
24.147322,20.84,981.537558685446,0.01,0.0,0.0,18428,375,0,0,1,0,0,0,0,0,0,0,0,0,0
23.196428,8.420000000000002,998.9319248826292,0.83,0.0,0.0,18428,375,1,0,1,0,0,0,0,0,0,0,0,0,0
22.846354,14.54,990.011737089202,0.01,0.0,0.0,18428,375,1,0,1,0,0,0,0,0,0,0,0,0,0
25.241072,23.54,963.9201877934272,1.0,1.0,1.0,18428,375,0,0,1,0,0,0,0,0,0,0,0,0,0
23.907452,24.62,1043.3098591549297,0.79,0.0,0.0,18428,375,0,0,1,0,0,0,0,0,0,0,0,0,0
23.984375,9.14,1012.31220657277,0.29,1.0,0.0,18428,375,0,0,1,0,0,0,0,0,0,0,0,0,0
25.513021,9.32,970.1643192488262,0.81,0.0,0.0,18428,375,0,0,1,0,0,0,0,0,0,0,0,0,0
18.765625,12.38,1042.4178403755868,0.98,0.0,0.0,18428,375,0,0,1,0,0,0,0,0,0,0,0,0,0
24.623047,12.56,987.3356807511738,0.0,1.0,0.0,18428,375,1,0,1,0,0,0,0,0,0,0,0,0,0
25.361607,10.759999999999998,990.2347417840376,0.56,1.0,0.0,18428,375,1,0,1,0,0,0,0,0,0,0,0,0,0
24.742188,20.12,1002.7230046948356,0.0,0.0,0.0,18428,375,0,0,1,0,0,0,0,0,0,0,0,0,0
23.149553,16.7,967.7112676056338,0.94,0.0,0.0,18428,375,0,0,1,0,0,0,0,0,0,0,0,0,0
18.265625,8.599999999999998,1039.2957746478874,0.98,0.0,0.0,18428,375,0,0,1,0,0,0,0,0,0,0,0,0,0
22.982143,20.12,997.593896713615,0.26,0.0,0.0,18428,375,0,0,1,0,0,0,0,0,0,0,0,0,0
33.875,10.94,1000.2699530516433,0.77,1.0,0.0,18428,375,0,0,1,0,0,0,0,0,0,0,0,0,0
23.32366,8.599999999999998,963.9201877934272,0.64,1.0,1.0,18428,375,1,0,1,0,0,0,0,0,0,0,0,0,0
23.865808,22.28,998.262910798122,0.37,0.0,0.0,18428,375,1,0,1,0,0,0,0,0,0,0,0,0,0
22.61914,9.5,966.3732394366198,0.47,0.0,0.0,18428,375,0,0,1,0,0,0,0,0,0,0,0,0,0
24.067308,22.28,1015.4342723004696,0.73,0.0,0.0,18428,375,0,0,1,0,0,0,0,0,0,0,0,0,0
22.55664,19.4,977.9694835680752,0.99,0.0,0.0,18428,375,0,0,1,0,0,0,0,0,0,0,0,0,0
25.154297,32.0,977.0774647887324,0.99,0.0,0.0,18428,375,0,0,1,0,0,0,0,0,0,0,0,0,0
23.0625,24.44,1016.9953051643192,0.0,0.0,0.0,18428,375,0,0,0,1,0,0,0,0,0,0,0,0,0
23.282291,60.44,993.3568075117372,0.78,0.0,0.0,18428,375,1,0,0,0,1,0,0,0,0,0,0,0,0
24.957813,59.540000000000006,973.06338028169,0.8,0.0,0.0,18428,375,0,0,0,0,1,0,0,0,0,0,0,0,0
24.818182,51.26,992.2417840375588,0.42,0.0,0.0,18428,375,0,0,0,0,1,0,0,0,0,0,0,0,0
23.620117,68.53999999999999,996.4788732394368,0.98,0.0,0.0,18428,375,0,0,0,0,1,0,0,0,0,0,0,0,0
24.434742,68.53999999999999,1030.3755868544602,0.85,0.0,0.0,18428,375,0,0,0,0,1,0,0,0,0,0,0,0,0
22.8375,72.5,960.7981220657276,0.84,1.0,1.0,18428,375,1,0,0,0,0,1,0,0,0,0,0,0,0
24.05664,71.24000000000001,958.3450704225352,0.58,0.0,0.0,18428,375,1,0,0,0,0,1,0,0,0,0,0,0,0
23.089285,73.4,1033.943661971831,1.0,1.0,1.0,18428,375,0,0,0,0,0,1,0,0,0,0,0,0,0
24.08259,65.48,1008.744131455399,0.91,1.0,1.0,18428,375,0,0,0,0,0,1,0,0,0,0,0,0,0
24.116587,73.75999999999999,988.0046948356808,0.73,0.0,0.0,18428,375,0,0,0,0,0,1,0,0,0,0,0,0,0
22.587053,62.6,1010.0821596244132,0.96,1.0,1.0,18428,375,0,0,0,0,0,1,0,0,0,0,0,0,0
23.88951,69.08000000000001,1037.7347417840376,0.86,1.0,0.0,18428,375,0,0,0,0,0,1,0,0,0,0,0,0,0
23.149305,70.88,963.0281690140844,0.88,0.0,0.0,18428,375,1,0,0,0,0,1,0,0,0,0,0,0,0
23.44308,75.38,1002.5,1.0,0.0,0.0,18428,375,0,0,0,0,0,1,0,0,0,0,0,0,0
22.767857,64.4,983.0985915492956,0.52,0.0,1.0,18428,375,0,0,0,0,0,1,0,0,0,0,0,0,0
24.35491,76.28,1004.7300469483567,0.94,0.0,0.0,18428,375,0,0,0,0,0,1,0,0,0,0,0,0,0
22.0625,73.58000000000001,982.206572769953,0.87,1.0,1.0,18428,375,0,0,0,0,0,1,0,0,0,0,0,0,0
23.879465,65.12,959.906103286385,0.99,1.0,1.0,18428,375,0,0,0,0,0,1,0,0,0,0,0,0,0
23.473684,73.4,988.8967136150236,0.9,0.0,0.0,18428,375,1,0,0,0,0,1,0,0,0,0,0,0,0
23.890625,63.68000000000001,986.8896713615025,0.74,1.0,1.0,18428,375,1,0,0,0,0,1,0,0,0,0,0,0,0
24.647135,69.62,998.9319248826292,0.55,0.0,0.0,18428,375,0,0,0,0,0,1,0,0,0,0,0,0,0
23.109375,74.66,1019.4483568075118,1.0,0.0,0.0,18428,375,0,0,0,0,0,1,0,0,0,0,0,0,0
24.435268,77.0,996.7018779342724,0.87,0.0,0.0,18428,375,0,0,0,0,0,1,0,0,0,0,0,0,0
23.98549,69.62,1011.6431924882628,0.97,0.0,0.0,18428,375,0,0,0,0,0,1,0,0,0,0,0,0,0
24.397917,70.7,1021.4553990610328,0.97,0.0,0.0,18428,375,0,0,0,0,0,1,0,0,0,0,0,0,0
23.821875,73.4,962.8051643192488,0.98,0.0,0.0,18428,375,1,0,0,0,0,1,0,0,0,0,0,0,0
24.080883,65.66,998.262910798122,0.85,1.0,0.0,18428,375,1,0,0,0,0,1,0,0,0,0,0,0,0
24.654297,71.06,1004.7300469483567,0.98,1.0,1.0,18428,375,0,0,0,0,0,1,0,0,0,0,0,0,0
23.394531,64.58000000000001,1009.413145539906,0.75,1.0,1.0,18428,375,0,0,0,0,0,1,0,0,0,0,0,0,0
24.36621,74.84,1034.8356807511736,1.0,0.0,0.0,18428,375,0,0,0,0,0,1,0,0,0,0,0,0,0
23.470982,64.75999999999999,1037.7347417840376,0.98,0.0,0.0,18428,375,0,0,0,0,0,1,0,0,0,0,0,0,0
24.052084,64.03999999999999,1037.957746478873,0.59,0.0,0.0,18428,375,0,0,0,0,0,1,0,0,0,0,0,0,0
23.424479,63.5,1022.3474178403756,0.68,0.0,1.0,18428,375,1,0,0,0,0,1,0,0,0,0,0,0,0
23.432291,78.62,1003.838028169014,0.88,1.0,0.0,18428,375,0,0,0,0,0,0,1,0,0,0,0,0,0
24.340073,72.68,958.7910798122066,0.94,1.0,0.0,18428,375,0,0,0,0,0,0,1,0,0,0,0,0,0
23.373264,64.22,1031.2676056338028,0.71,0.0,0.0,18428,375,0,0,0,0,0,0,1,0,0,0,0,0,0
23.89227,67.82,1029.037558685446,0.73,0.0,0.0,18428,375,0,0,0,0,0,0,1,0,0,0,0,0,0
23.817709,67.28,1041.5258215962442,0.92,0.0,0.0,18428,375,1,0,0,0,0,0,1,0,0,0,0,0,0
23.880209,74.48,1024.3544600938967,0.59,0.0,0.0,18428,375,1,0,0,0,0,0,1,0,0,0,0,0,0
23.017857,75.02,1013.4272300469484,0.95,0.0,0.0,18428,375,0,0,0,0,0,0,1,0,0,0,0,0,0
24.408482,67.1,999.3779342723004,1.0,0.0,0.0,18428,375,0,0,0,0,0,0,1,0,0,0,0,0,0
22.33789,72.32,988.8967136150236,0.81,0.0,1.0,18428,375,0,0,0,0,0,0,1,0,0,0,0,0,0
23.910418,67.82,1009.8591549295776,0.99,1.0,0.0,18428,375,0,0,0,0,0,0,1,0,0,0,0,0,0
23.034374,78.08000000000001,980.6455399061032,0.98,1.0,0.0,18428,375,0,0,0,0,0,0,1,0,0,0,0,0,0
23.28125,79.52,974.62441314554,0.93,0.0,0.0,18428,375,1,0,0,0,0,0,1,0,0,0,0,0,0
24.123264,66.92,995.3638497652582,0.73,0.0,0.0,18428,375,1,0,0,0,0,0,1,0,0,0,0,0,0
23.07701,71.06,981.7605633802816,0.83,1.0,0.0,18428,375,0,0,0,0,0,0,1,0,0,0,0,0,0
23.774553,65.48,997.8169014084508,0.76,0.0,0.0,18428,375,0,0,0,0,0,0,1,0,0,0,0,0,0
23.6875,67.28,1008.2981220657276,0.99,1.0,1.0,18428,375,0,0,0,0,0,0,1,0,0,0,0,0,0
23.373884,68.9,1036.173708920188,0.93,0.0,0.0,18428,375,0,0,0,0,0,0,1,0,0,0,0,0,0
24.185764,67.28,1002.2769953051644,0.96,1.0,0.0,18428,375,1,0,0,0,0,0,1,0,0,0,0,0,0
23.40296,81.14,974.4014084507044,0.92,0.0,0.0,18428,375,1,0,0,0,0,0,1,0,0,0,0,0,0
23.441668,68.18,1017.4413145539908,0.81,0.0,0.0,18428,375,0,0,0,0,0,0,1,0,0,0,0,0,0
22.439453,67.1,1001.161971830986,0.98,1.0,1.0,18428,375,0,0,0,0,0,0,1,0,0,0,0,0,0
24.328125,63.68000000000001,973.9553990610328,0.73,1.0,1.0,18428,375,0,0,0,0,0,0,1,0,0,0,0,0,0
23.095486,70.34,1017.6643192488262,0.95,1.0,1.0,18428,375,0,0,0,0,0,0,1,0,0,0,0,0,0
23.092709,65.48,1000.0469483568075,0.93,0.0,0.0,18428,375,0,0,0,0,0,0,1,0,0,0,0,0,0
23.559896,68.0,990.2347417840376,0.99,1.0,0.0,18428,375,1,0,0,0,0,0,1,0,0,0,0,0,0
23.487133,70.88,995.8098591549297,0.92,0.0,0.0,18428,375,1,0,0,0,0,0,1,0,0,0,0,0,0
23.453125,63.31999999999999,1006.9600938967136,0.83,0.0,0.0,18428,375,0,0,0,0,0,0,1,0,0,0,0,0,0
24.118303,66.02,985.774647887324,0.92,0.0,0.0,18428,375,0,0,0,0,0,0,1,0,0,0,0,0,0
24.252232,72.68,987.3356807511738,0.96,1.0,0.0,18428,375,0,0,0,0,0,0,1,0,0,0,0,0,0
23.233334,75.02,1021.4553990610328,0.95,1.0,0.0,18428,375,0,0,0,0,0,0,0,1,0,0,0,0,0
24.141447,75.02,1016.1032863849764,1.0,0.0,0.0,18428,375,1,0,0,0,0,0,0,1,0,0,0,0,0
24.009375,75.56,961.0211267605632,0.66,1.0,1.0,18428,375,1,0,0,0,0,0,0,1,0,0,0,0,0
24.402082,78.08000000000001,973.7323943661972,0.87,0.0,0.0,18428,375,0,0,0,0,0,0,0,1,0,0,0,0,0
24.35491,69.98,988.2276995305164,0.58,0.0,0.0,18428,375,0,0,0,0,0,0,0,1,0,0,0,0,0
24.294792,61.7,1034.3896713615022,0.96,0.0,0.0,18428,375,0,0,0,0,0,0,0,1,0,0,0,0,0
24.24399,76.1,1043.5328638497654,0.77,0.0,0.0,18428,375,0,0,0,0,0,0,0,1,0,0,0,0,0
24.29241,62.96,971.9483568075116,0.96,0.0,0.0,18428,375,0,0,0,0,0,0,0,1,0,0,0,0,0
23.313921,64.75999999999999,979.5305164319248,0.83,1.0,1.0,18428,375,1,0,0,0,0,0,0,1,0,0,0,0,0
24.137154,75.74000000000001,1041.7488262910797,0.72,0.0,0.0,18428,375,1,0,0,0,0,0,0,1,0,0,0,0,0
23.196875,75.2,973.06338028169,0.88,0.0,0.0,18428,375,0,0,0,0,0,0,0,1,0,0,0,0,0
23.564732,64.03999999999999,1026.8075117370893,0.92,1.0,0.0,18428,375,0,0,0,0,0,0,0,1,0,0,0,0,0
23.635044,75.2,1033.4976525821596,1.0,1.0,0.0,18428,375,0,0,0,0,0,0,0,1,0,0,0,0,0
23.893972,77.9,983.3215962441316,0.89,0.0,0.0,18428,375,0,0,0,0,0,0,0,1,0,0,0,0,0
23.474827,62.42,1037.511737089202,0.64,0.0,0.0,18428,375,1,0,0,0,0,0,0,1,0,0,0,0,0
23.453125,60.98,968.1572769953052,0.92,1.0,1.0,18428,375,1,0,0,0,0,0,0,1,0,0,0,0,0
23.563541,60.08,1020.7863849765258,0.62,0.0,0.0,18428,375,0,0,0,0,0,0,0,1,0,0,0,0,0
23.676758,60.98,989.1197183098592,0.84,0.0,0.0,18428,375,0,0,0,0,0,0,0,1,0,0,0,0,0
24.447544,75.02,997.1478873239436,0.85,0.0,0.0,18428,375,0,0,0,0,0,0,0,1,0,0,0,0,0
23.96317,66.2,1007.406103286385,0.75,0.0,0.0,18428,375,0,0,0,0,0,0,0,1,0,0,0,0,0
23.162006,63.14,1029.037558685446,1.0,1.0,0.0,18428,375,1,0,0,0,0,0,0,1,0,0,0,0,0
24.302952,74.84,1011.1971830985916,0.87,0.0,0.0,18428,375,1,0,0,0,0,0,0,1,0,0,0,0,0
23.953125,77.18,966.3732394366198,0.99,1.0,1.0,18428,375,0,0,0,0,0,0,0,1,0,0,0,0,0
22.845703,60.26,1017.2183098591548,0.95,1.0,1.0,18428,375,0,0,0,0,0,0,0,1,0,0,0,0,0
23.694792,72.68,966.8192488262912,0.88,0.0,0.0,18428,375,0,0,0,0,0,0,0,1,0,0,0,0,0
23.348558,62.24,990.9037558685446,0.64,0.0,0.0,18428,375,0,0,0,0,0,0,0,1,0,0,0,0,0
23.429688,77.36,1012.7582159624412,0.72,0.0,0.0,18428,375,0,0,0,0,0,0,0,1,0,0,0,0,0
24.314236,67.1,978.4154929577464,0.81,0.0,0.0,18428,375,1,0,0,0,0,0,0,1,0,0,0,0,0
23.804688,54.5,1024.5774647887324,0.81,0.0,0.0,18428,375,1,0,0,0,0,0,0,0,1,0,0,0,0
23.634047,65.84,967.9342723004696,0.9,0.0,0.0,18428,375,0,0,0,0,0,0,0,0,1,0,0,0,0
24.440104,52.7,973.5093896713616,0.91,1.0,1.0,18428,375,0,0,0,0,0,0,0,0,1,0,0,0,0
23.780048,59.0,1022.5704225352112,0.88,0.0,0.0,18428,375,0,0,0,0,0,0,0,0,1,0,0,0,0
23.634192,60.98,1001.3849765258216,0.44,0.0,0.0,18428,375,0,0,0,0,0,0,0,0,1,0,0,0,0
24.40625,67.82,1033.720657276995,0.57,1.0,0.0,18428,375,1,0,0,0,0,0,0,0,1,0,0,0,0
23.569197,64.22,983.9906103286384,0.69,1.0,0.0,18428,375,1,0,0,0,0,0,0,0,1,0,0,0,0
24.411932,23.9,992.0187793427232,0.38,0.0,0.0,18428,375,1,0,0,0,0,0,0,0,0,1,0,0,0
22.977272,18.68,1011.8661971830986,0.36,0.0,0.0,18428,375,1,0,0,0,0,0,0,0,0,0,1,0,0
21.68125,17.78,1030.1525821596244,0.97,1.0,0.0,18428,375,0,0,0,0,0,0,0,0,0,0,1,0,0
24.225,19.4,969.4953051643192,0.52,0.0,0.0,18428,375,0,0,0,0,0,0,0,0,0,0,1,0,0
24.744791,22.82,1025.0234741784038,0.58,0.0,0.0,18428,375,0,0,0,0,0,0,0,0,0,0,1,0,0
22.535156,17.06,984.43661971831,0.78,1.0,1.0,18428,375,0,0,0,0,0,0,0,0,0,0,1,0,0
23.291666,16.159999999999997,963.2511737089202,0.37,0.0,0.0,18428,375,0,0,0,0,0,0,0,0,0,0,1,0,0
23.883595,26.24,981.9835680751172,0.78,1.0,1.0,18428,375,1,0,0,0,0,0,0,0,0,0,1,0,0
23.978298,28.22,1022.5704225352112,0.78,0.0,0.0,18428,375,1,0,0,0,0,0,0,0,0,0,1,0,0
23.072266,26.24,960.3521126760564,0.91,1.0,1.0,18428,375,0,0,0,0,0,0,0,0,0,0,1,0,0
23.357292,26.42,976.8544600938968,0.0,0.0,0.0,18428,375,0,0,0,0,0,0,0,0,0,0,1,0,0
23.938803,16.7,1042.8638497652582,0.26,1.0,1.0,18428,375,0,0,0,0,0,0,0,0,0,0,1,0,0
24.457933,21.92,986.6666666666666,0.88,1.0,1.0,18428,375,0,0,0,0,0,0,0,0,0,0,1,0,0
22.899038,21.02,1028.368544600939,0.1,1.0,1.0,18428,375,0,0,0,0,0,0,0,0,0,0,1,0,0
23.433388,15.62,976.631455399061,0.0,1.0,1.0,18428,375,1,0,0,0,0,0,0,0,0,0,1,0,0
24.209703,15.079999999999998,990.4577464788732,0.74,0.0,0.0,18428,375,1,0,0,0,0,0,0,0,0,0,1,0,0
23.27009,25.34,993.5798122065728,0.46,0.0,0.0,18428,375,0,0,0,0,0,0,0,0,0,0,1,0,0
23.358334,27.32,961.244131455399,0.88,1.0,1.0,18428,375,0,0,0,0,0,0,0,0,0,0,1,0,0
24.208984,16.88,971.056338028169,0.04,0.0,0.0,18428,375,0,0,0,0,0,0,0,0,0,0,1,0,0
24.214844,13.459999999999996,969.2723004694836,0.09,1.0,1.0,18428,375,0,0,0,0,0,0,0,0,0,0,1,0,0
24.842014,14.18,1006.5140845070424,0.45,1.0,1.0,18428,375,0,0,0,0,0,0,0,0,0,0,1,0,0
24.259233,18.14,1010.0821596244132,0.0,0.0,0.0,18428,375,1,0,0,0,0,0,0,0,0,0,1,0,0
23.372768,22.82,1009.1901408450703,0.67,1.0,1.0,18428,375,1,0,0,0,0,0,0,0,0,0,1,0,0
23.139584,14.0,974.8474178403756,0.0,1.0,1.0,18428,375,0,0,0,0,0,0,0,0,0,0,1,0,0
24.314844,22.64,983.3215962441316,0.99,1.0,1.0,18428,375,0,0,0,0,0,0,0,0,0,0,1,0,0
24.246876,19.94,1016.9953051643192,0.73,1.0,1.0,18428,375,0,0,0,0,0,0,0,0,0,0,1,0,0
23.599827,23.18,992.4647887323944,0.89,1.0,1.0,18428,375,0,0,0,0,0,0,0,0,0,0,1,0,0
24.384548,17.78,1033.274647887324,0.63,0.0,0.0,18428,375,1,0,0,0,0,0,0,0,0,0,1,0,0
23.8,27.5,1023.0164319248828,0.95,1.0,0.0,18428,375,1,0,0,0,0,0,0,0,0,0,1,0,0
23.510416,23.18,1004.5070422535211,0.0,1.0,1.0,18428,375,0,0,0,0,0,0,0,0,0,0,1,0,0
23.398026,15.98,1037.957746478873,0.77,0.0,0.0,18428,375,0,0,0,0,0,0,0,0,0,0,1,0,0
23.385416,9.86,998.7089201877934,0.87,0.0,0.0,18428,375,0,1,0,0,0,0,0,0,0,0,0,0,0
23.39746,21.92,1040.6338028169014,0.0,0.0,0.0,18428,375,0,1,0,0,0,0,0,0,0,0,0,0,0
23.609375,13.099999999999998,974.4014084507044,0.44,1.0,1.0,18428,375,1,1,0,0,0,0,0,0,0,0,0,0,0
23.875,20.3,985.774647887324,0.95,0.0,0.0,18428,375,0,1,0,0,0,0,0,0,0,0,0,0,0
23.091797,8.599999999999998,1019.225352112676,0.0,1.0,0.0,18428,375,0,1,0,0,0,0,0,0,0,0,0,0,0
25.101562,14.0,977.0774647887324,0.91,1.0,1.0,18428,375,0,1,0,0,0,0,0,0,0,0,0,0,0
24.955357,14.36,993.5798122065728,0.77,0.0,0.0,18428,375,0,1,0,0,0,0,0,0,0,0,0,0,0
23.125,16.7,1032.605633802817,0.95,1.0,0.0,18428,375,0,1,0,0,0,0,0,0,0,0,0,0,0
24.224432,19.94,974.62441314554,0.38,1.0,1.0,18428,375,1,1,0,0,0,0,0,0,0,0,0,0,0
23.402082,10.22,980.6455399061032,0.21,0.0,0.0,18428,375,1,1,0,0,0,0,0,0,0,0,0,0,0
22.47743,9.32,1009.1901408450703,0.94,1.0,1.0,18428,375,0,1,0,0,0,0,0,0,0,0,0,0,0
23.14509,15.259999999999998,1041.9718309859154,0.0,1.0,0.0,18428,375,0,1,0,0,0,0,0,0,0,0,0,0,0
23.716797,9.5,1042.194835680751,0.57,1.0,0.0,18428,375,0,1,0,0,0,0,0,0,0,0,0,0,0
24.85764,10.4,1034.1666666666667,0.0,0.0,0.0,18428,375,0,1,0,0,0,0,0,0,0,0,0,0,0
24.230469,7.34,1023.9084507042254,0.71,0.0,0.0,18428,375,0,1,0,0,0,0,0,0,0,0,0,0,0
23.425552,18.32,966.8192488262912,0.03,0.0,0.0,18428,375,1,1,0,0,0,0,0,0,0,0,0,0,0
24.61111,12.02,1021.6784037558684,0.0,1.0,1.0,18428,375,1,1,0,0,0,0,0,0,0,0,0,0,0
24.360577,19.22,1016.9953051643192,0.27,0.0,0.0,18428,375,0,1,0,0,0,0,0,0,0,0,0,0,0
23.20139,14.54,975.0704225352112,0.95,1.0,1.0,18428,375,0,1,0,0,0,0,0,0,0,0,0,0,0
24.28711,11.659999999999997,1029.037558685446,0.78,1.0,0.0,18428,375,0,1,0,0,0,0,0,0,0,0,0,0,0
23.33507,13.64,987.5586854460092,0.97,1.0,0.0,18428,375,0,1,0,0,0,0,0,0,0,0,0,0,0
23.271875,21.56,1004.9530516431925,0.92,1.0,1.0,18428,375,0,1,0,0,0,0,0,0,0,0,0,0,0
23.770597,19.58,985.3286384976526,0.39,0.0,0.0,18428,375,1,1,0,0,0,0,0,0,0,0,0,0,0
23.404762,20.48,962.5821596244132,0.9,1.0,1.0,18428,375,1,1,0,0,0,0,0,0,0,0,0,0,0
24.828125,10.759999999999998,1024.3544600938967,0.96,1.0,0.0,18428,375,0,1,0,0,0,0,0,0,0,0,0,0,0
22.909374,7.159999999999997,1029.2605633802816,0.0,0.0,0.0,18428,375,0,1,0,0,0,0,0,0,0,0,0,0,0
24.21317,16.340000000000003,1039.0727699530516,0.0,0.0,0.0,18428,375,0,1,0,0,0,0,0,0,0,0,0,0,0
24.861607,16.7,987.5586854460092,0.0,1.0,0.0,18428,375,0,1,0,0,0,0,0,0,0,0,0,0,0
22.96875,12.740000000000002,1022.1244131455398,0.98,0.0,0.0,18428,375,0,1,0,0,0,0,0,0,0,0,0,0,0
22.075521,12.2,992.0187793427232,0.56,0.0,0.0,18428,375,1,0,1,0,0,0,0,0,0,0,0,0,0
23.155209,20.84,975.962441314554,0.98,1.0,1.0,18428,375,1,0,1,0,0,0,0,0,0,0,0,0,0
23.528646,21.92,987.7816901408452,0.87,0.0,0.0,18428,375,0,0,1,0,0,0,0,0,0,0,0,0,0
22.932692,23.54,1040.4107981220657,0.98,1.0,0.0,18428,375,0,0,1,0,0,0,0,0,0,0,0,0,0
24.34375,12.02,1012.981220657277,0.41,1.0,0.0,18428,375,0,0,1,0,0,0,0,0,0,0,0,0,0
24.424479,24.08,972.8403755868544,0.68,0.0,0.0,18428,375,0,0,1,0,0,0,0,0,0,0,0,0,0
24.755209,9.14,1014.988262910798,0.0,1.0,1.0,18428,375,1,0,1,0,0,0,0,0,0,0,0,0,0
23.063803,10.22,959.6830985915492,0.38,0.0,0.0,18428,375,1,0,1,0,0,0,0,0,0,0,0,0,0
23.261719,9.32,961.244131455399,0.67,1.0,1.0,18428,375,0,0,1,0,0,0,0,0,0,0,0,0,0
24.143229,21.56,989.3427230046948,0.0,1.0,0.0,18428,375,0,0,1,0,0,0,0,0,0,0,0,0,0
23.092447,23.9,974.4014084507044,0.94,1.0,0.0,18428,375,0,0,1,0,0,0,0,0,0,0,0,0,0
24.507103,21.02,998.9319248826292,0.45,1.0,0.0,18428,375,0,0,1,0,0,0,0,0,0,0,0,0,0
